,Município,Estado,Prestadores,Serviços,Natureza Jurídica,QD011 - Quantidades de extravasamentos de esgotos registrados,QD012 - Duração dos extravasamentos registrados,QD021 - Quantidade de interrupções sistemáticas,QD022 - Duração das interrupções sistemáticas,QD023 - Quantidade de reclamações ou solicitações de serviços,QD024 - Quantidade de serviços executados,QD025 - Tempo total de execução dos serviços,POPULAÇÃO ESTIMADA
5047,Itapirapuã Paulista,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35226540] PREFEITURA MUNICIPAL DE ITAPIRAPUÃ PAULISTA - PM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,460,460,"151.341,00",4241
5048,Itápolis,SP,[35227011] Serviço Autônomo de Água e Esgoto de Itápolis - SAAEI | [35227040] Município de Itápolis - PM ITÁPOLIS,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,14.0,"14,00",22.0,"132,00",5.699,5.670,,43120
5049,Itaporanga,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Água e Esgoto,Sociedade de economia mista com administração pública,,,3.0,"18,00",2.238,2.238,"82.579,00",15149
5050,Itapuí,SP,[35229011] Prefeitura Municipal de Itapuí - PMI | [35229040] PREFEITURA MUNICIPAL DE ITAPUI - PMI,Água e Esgoto | Res. Sólidos,Administração pública direta | Administração pública direta,8.0,"2,00",2.0,"12,00",200,200,"1.100,00",13992
5052,Itaquaquecetuba,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35231040] SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS - SEMSUR,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,3.258,"100.455,00",,,58.645,10.595,"194.725,00",370821
5053,Itararé,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35232040] Prefeitura de Itararé - PI,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,10.796,10.796,"511.851,00",50503
5054,Itariri,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35233040] Prefeitura Municipal de Itariri - pmi,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Empresa pública,,,,,901,901,"208.976,00",17436
5055,Itatiba,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35234040] Prefeitura do Município de Itatiba - PMI,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,17.028,17.025,"1.090.030,00",120858
5056,Itatinga,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35235040] Prefeitura Municipal de Itatinga - PMI,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,2.391,2.390,"308.960,00",20697
5058,Itirapuã,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35237040] Prefeitura Municipal de Itirapua - PMITI,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,521,521,"24.359,00",6499
5059,Itobi,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35238040] Fiscalização - Fiscalização,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.618,1.618,"115.455,00",7841
5060,Itu,SP,[35239012] Companhia Ituana de Saneamento - CIS | [35239040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,2.174,"131.428,00",99.0,"596,00",12.127,11.043,"1.710.109,00",173939
5061,Itupeva,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35240040] SECRETARIA MUNICIPAL DE MOBILIDADE URBANA E MEIO AMBIENTE - SMMUMA,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,81.0,"486,00",7.290,7.286,"483.276,00",61252
5062,Ituverava,SP,[35241011] Serviço Autônomo de Água e Esgoto - SAAE | [35241040] Prefeitura Municipal de Ituverava - PMI,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,,,,,500,500,"500,00",41824
5063,Jaborandi,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35242040] PREFEITURA MUNICIPAL DE JABORANDI - PMJ,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.917,1.916,"125.659,00",6929
5064,Jaboticabal,SP,[35243011] Serviço Autônomo Água e Esgoto de Jaboticabal - SAAEJ | [35243040] SERVIÇO AUTONOMO DE ÁGUA E ESGOTO DE JABOTICABAL - SAAEJ,Água e Esgoto | Res. Sólidos,Autarquia | Autarquia,2.467,"258,00",,,16.270,16.100,"44.458,00",77263
5065,Jacareí,SP,[35244011] Serviço Autônomo de Água e Esgoto de Jacareí - SAAE | [35244040] SECRETARIA DO MEIO AMBIENTE - SMA,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,3.617,"37.892,00",93.0,"1.459,00",99.392,65.684,"5.681.967,00",233662
5067,Jacupiranga,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35246040] Departamento de Obras e Serviços Municipais - Obras,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Empresa pública,,,,,1.656,1.656,"299.485,00",17866
5069,Jales,SP,"[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35248040] Secretaria Municipal de Obras, Serviços Públicos e Habitação - SMOSPH",Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,1.0,"7,00",8.257,8.255,"390.721,00",49107
5070,Jambeiro,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35249040] Prefeitura Municipal de Jambeiro - PMJ,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,1.0,"8,00",768,768,"52.494,00",6602
5071,Jandira,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35250040] SECRETARIA MUNICIPAL DO MEIO AMBIENTE - SMMA,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,447.0,"14.496,00",,,20.414,3.638,"68.284,00",124937
5073,Jarinu,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35252040] Secretaria Municipal de Serviços Públicos - SMSP,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,2.0,"12,00",5.037,5.037,"536.625,00",30044
5074,Jaú,SP,[35253012] Águas de Jahu S. A. - CAJA,Água e Esgoto,Empresa privada,973.0,"16.114,00",,,47.037,36.019,"1.422.995,00",150252
5075,Jeriquara,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35254040] Prefeitura Municipal - PM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,373,373,"35.499,00",3159
5076,Joanópolis,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35255040] Secretaria de Infraestrutura - STS,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,81.0,"2.185,00",,,3.203,317,"6.114,00",13220
5081,Jundiaí,SP,[35259011] DAE S/A - Água e Esgoto - DAE Jundiaí | [35259040] Unidade de Gestão de Infraestrutura e Serviços Públicos - UGISP - PMJ,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Empresa pública,5.565,"27.825,00",,,300.376,290.921,"8.767.752,00",418962
5083,Juquiá,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35261040] Prefeitura Municipal de Juquiá - PMJ,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.638,1.638,"368.067,00",18812
5084,Juquitiba,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Água e Esgoto,Sociedade de economia mista com administração pública,,,,,2.686,2.686,"838.466,00",31444
5085,Lagoinha,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35263040] Prefeitura Municipal de Lagoinha - SP,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Empresa pública,,,,,588,587,"9.712,00",4896
5086,Laranjal Paulista,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Água e Esgoto,Sociedade de economia mista com administração pública,,,112.0,"1.069,00",6.349,6.347,"496.426,00",28516
5087,Lavínia,SP,[35265011] Prefeitura Municipal de Lavínia - PML | [35265040] Prefeitura Municipal - PML,Água e Esgoto | Res. Sólidos,Administração pública direta | Administração pública direta,,,1.0,"50,00",100,100,,11980
5088,Lavrinhas,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35266040] Prefeitura Municipal de Lavrinhas - PML,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.939,1.936,"98.818,00",7260
5089,Leme,SP,[35267011] Superintendência de Água e Esgotos da Cidade de Leme - SAECIL,Água e Esgoto,Autarquia,42.0,"1,00",,,30.497,29.559,"88.677,00",103391
5090,Lençóis Paulista,SP,[35268011] Serviço Autônomo de Água e Esgotos de Lençóis Paulista - SAAE | [35268040] Secretaria de Agricultura e Meio Ambiente - SAMA,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,668.0,"483,00",9.0,"72,00",4.513,4.513,"4.509,00",68432
5091,Limeira,SP,[35269011] BRK Ambiental - Limeira S.A. - BRKL | [35269040] Secretaria de Obras e Serviços Públicos - SOSP,Água e Esgoto | Res. Sólidos,Empresa privada | Administração pública direta,360.0,"435,00",,,54.709,54.709,"48.064,00",306114
5093,Lins,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35271040] Gerência de Limpeza Pública - GLP,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,15.310,15.304,"735.536,00",78013
5094,Lorena,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35272040] Prefeitura Municipal de Lorena - PML,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,5.0,"743,00",2.0,"14,00",13.538,13.538,"1.413.518,00",88706
5095,Lourdes,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35272540] PREFEITURA MUNICIPAL DE LOURDES - PM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,497,497,"12.955,00",2289
5096,Louveira,SP,[35273011] Prefeitura Municipal de Louveira - PML | [35273040] Prefeitura Municipal de Louveira - PML,Água e Esgoto | Res. Sólidos,Administração pública direta | Administração pública direta,12.0,"62,00",36.0,"218,00",4.330,4.300,"4.860,00",48885
5097,Lucélia,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35274040] Prefeitura Municipal de Lucélia - PML,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,2.0,"20,00",3.801,3.799,"109.989,00",21747
5098,Lucianópolis,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35275040] Prefeitura Municipal de Lucianópolis - PML,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,218,218,"10.382,00",2394
5100,Luiziânia,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35277040] Prefeitura Municipal de Luiziânia - PML,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.316,1.316,"12.827,00",5790
5101,Lupércio,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35278040] Prefeitura Municipal - PML,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,319,319,"25.992,00",4584
5102,Lutécia,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Água e Esgoto,Sociedade de economia mista com administração pública,,,1.0,"6,00",1.638,1.637,"48.386,00",2649
5105,Macedônia,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35282040] PREFEITURA MUNICIPAL DE MACEDÔNIA - PMM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,321,321,"5.196,00",3698
5106,Magda,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35283040] Prefeitura Municipal de Magda - PMM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,663,663,"4.722,00",3119
5107,Mairinque,SP,[35284011] Saneaqua Mairinque S/A - SM | [35284040] Prefeitura Municipal de Mairinque - PMM,Água e Esgoto | Res. Sólidos,Empresa privada | Administração pública direta,372.0,,,,14.312,12.872,,47150
5108,Mairiporã,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Água e Esgoto,Sociedade de economia mista com administração pública,126.0,"3.834,00",,,13.265,2.493,"35.049,00",100179
5109,Manduri,SP,[35286011] Superintendência de Água e Esgoto de Manduri - SAEMAN | [35286040] Prefeitura Municipal Manduri - PMM,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,1.0,"3,00",6.0,"40,00",90,90,"120,00",9846
5110,Marabá Paulista,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35287040] Departamento Municipal do Meio Ambiente - DMMA,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,634,634,"19.436,00",5853
5111,Maracaí,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35288040] Prefeitura Municipal de Maracai - PMM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,2.0,"12,00",4.075,4.075,"106.062,00",14002
5113,Mariápolis,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35289040] Prefeitura Municipal de Mariápolis - PMM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.309,1.309,"23.285,00",4084
5114,Marília,SP,[35290011] Departamento de Água e Esgoto de Marília - DAEM | [35290040] Secretaria do Meio Ambiente e de Limpeza Publica - SMALP,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,,,,,24.222,24.222,"14.922,00",238882
5115,Marinópolis,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35291040] Prefeitura Municipal de Marinópolis - PM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,482,482,"3.969,00",2112
5117,Matão,SP,[35293011] Águas de Matão - AM | [35293040] Prefeitura Municipal de Matão - PMM,Água e Esgoto | Res. Sólidos,Empresa privada | Administração pública direta,3.151,"1.039,83",,,35.105,35.105,"6.669,95",83170
5118,Mauá,SP,[35294011] Saneamento Básico do Município de Mauá - SAMA | [35294012] BRK Ambiental - Mauá S.A. - BRK | [35294040] Secretaria de Serviços Urbanos - S.S.U,Água | Esgotos | Res. Sólidos,Autarquia | Empresa privada | Administração pública direta,1.959,"12.580,00",113.0,"1.107,03",334.310,297.884,"22.128.677,00",472912
5120,Meridiano,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35296040] Prefeitura Municipal de Meridiano - PM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,358,358,"7.825,00",3836
5121,Mesópolis,SP,[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Água e Esgoto,Sociedade de economia mista com administração pública,,,1.0,"8,00",1.251,1.251,"7.605,00",1908
